layer_00.k.bin,0,k,4096,0,64,2,130.500000,18589.609375,0.070914
layer_00.k.bin,0,k,4096,1,64,2,125.687500,18528.642578,0.070681
layer_00.v.bin,0,v,4096,0,64,2,0.270996,0.026127,0.000000
layer_00.v.bin,0,v,4096,1,64,2,0.189941,0.009388,0.000000
layer_01.k.bin,1,k,4096,0,64,2,21.640625,296.326447,0.001130
layer_01.k.bin,1,k,4096,1,64,2,149.875000,28610.636719,0.109141
layer_01.v.bin,1,v,4096,0,64,2,1.654297,0.641883,0.000002
layer_01.v.bin,1,v,4096,1,64,2,3.083984,6.681857,0.000025
layer_02.k.bin,2,k,4096,0,64,2,41.781250,1683.484131,0.006422
layer_02.k.bin,2,k,4096,1,64,2,63.687500,4374.675781,0.016688
layer_02.v.bin,2,v,4096,0,64,2,2.472656,1.726552,0.000007
layer_02.v.bin,2,v,4096,1,64,2,2.773438,1.598486,0.000006
layer_03.k.bin,3,k,4096,0,64,2,15.609375,132.182587,0.000504
layer_03.k.bin,3,k,4096,1,64,2,26.203125,598.122375,0.002282
layer_03.v.bin,3,v,4096,0,64,2,3.472656,6.356097,0.000024
layer_03.v.bin,3,v,4096,1,64,2,3.998047,2.821478,0.000011
layer_04.k.bin,4,k,4096,0,64,2,16.406250,218.986145,0.000835
layer_04.k.bin,4,k,4096,1,64,2,19.453125,352.343567,0.001344
layer_04.v.bin,4,v,4096,0,64,2,3.310547,2.613538,0.000010
layer_04.v.bin,4,v,4096,1,64,2,3.679688,3.040574,0.000012
layer_05.k.bin,5,k,4096,0,64,2,13.359375,102.878876,0.000392
layer_05.k.bin,5,k,4096,1,64,2,11.179688,72.826317,0.000278
layer_05.v.bin,5,v,4096,0,64,2,4.406250,3.577477,0.000014
layer_05.v.bin,5,v,4096,1,64,2,3.658203,2.574914,0.000010
layer_06.k.bin,6,k,4096,0,64,2,10.343750,20.995874,0.000080
layer_06.k.bin,6,k,4096,1,64,2,10.796875,78.565620,0.000300
layer_06.v.bin,6,v,4096,0,64,2,2.898438,2.406427,0.000009
layer_06.v.bin,6,v,4096,1,64,2,4.488281,4.577178,0.000017
layer_07.k.bin,7,k,4096,0,64,2,13.960938,161.413101,0.000616
layer_07.k.bin,7,k,4096,1,64,2,10.031250,47.711742,0.000182
layer_07.v.bin,7,v,4096,0,64,2,4.410156,4.390358,0.000017
layer_07.v.bin,7,v,4096,1,64,2,4.562500,6.972534,0.000027
layer_08.k.bin,8,k,4096,0,64,2,220.375000,61571.597656,0.234877
layer_08.k.bin,8,k,4096,1,64,2,10.117188,45.356285,0.000173
layer_08.v.bin,8,v,4096,0,64,2,2.931641,2.398346,0.000009
layer_08.v.bin,8,v,4096,1,64,2,3.896484,5.070694,0.000019
layer_09.k.bin,9,k,4096,0,64,2,14.585938,155.010040,0.000591
layer_09.k.bin,9,k,4096,1,64,2,14.843750,85.346992,0.000326
layer_09.v.bin,9,v,4096,0,64,2,4.570312,5.891202,0.000022
layer_09.v.bin,9,v,4096,1,64,2,5.464844,11.384605,0.000043
layer_10.k.bin,10,k,4096,0,64,2,11.851562,82.483612,0.000315
layer_10.k.bin,10,k,4096,1,64,2,15.687500,140.382538,0.000536
layer_10.v.bin,10,v,4096,0,64,2,4.550781,5.588853,0.000021
layer_10.v.bin,10,v,4096,1,64,2,4.359375,4.792213,0.000018
layer_11.k.bin,11,k,4096,0,64,2,11.796875,81.791115,0.000312
layer_11.k.bin,11,k,4096,1,64,2,16.234375,96.465828,0.000368
layer_11.v.bin,11,v,4096,0,64,2,4.859375,6.256583,0.000024
layer_11.v.bin,11,v,4096,1,64,2,7.750000,13.797632,0.000053
layer_12.k.bin,12,k,4096,0,64,2,11.835938,67.798523,0.000259
layer_12.k.bin,12,k,4096,1,64,2,12.304688,87.624092,0.000334
layer_12.v.bin,12,v,4096,0,64,2,6.566406,4.967202,0.000019
layer_12.v.bin,12,v,4096,1,64,2,3.851562,5.101795,0.000019
layer_13.k.bin,13,k,4096,0,64,2,11.367188,52.574360,0.000201
layer_13.k.bin,13,k,4096,1,64,2,9.648438,51.662128,0.000197
layer_13.v.bin,13,v,4096,0,64,2,3.746094,4.116436,0.000016
layer_13.v.bin,13,v,4096,1,64,2,3.912109,5.287257,0.000020
layer_14.k.bin,14,k,4096,0,64,2,17.281250,150.054825,0.000572
layer_14.k.bin,14,k,4096,1,64,2,12.593750,87.274689,0.000333
layer_14.v.bin,14,v,4096,0,64,2,4.578125,4.017042,0.000015
layer_14.v.bin,14,v,4096,1,64,2,4.546875,6.425595,0.000025
layer_15.k.bin,15,k,4096,0,64,2,12.804688,114.551743,0.000437
layer_15.k.bin,15,k,4096,1,64,2,13.375000,70.132790,0.000268
layer_15.v.bin,15,v,4096,0,64,2,4.757812,6.238855,0.000024
